position,title,eventSlug,first_timestamp,totalBought,realizedPnl,total_invested,total_sells,net_invested,roi_pct,num_trades,has_sells,closed,asset
trade88,Blackhawks vs. Kraken,nhl-chi-sea-2025-11-03,2025-11-04 02:50:05,235034.91999999998,94590.038588,140445.3188,0.0,140445.3188,67.35008286228475,4,False,True,64908050218787282821539069123481690363512560987235974652983663842443978552439
trade89,Flyers vs. Canadiens,nhl-phi-mon-2025-12-16,2025-12-16 16:01:59,421247.453281,218784.130601,202042.68625099998,420826.20255000005,-218783.51629900007,108.28609273646359,8,True,True,65035845734716166814093148782018105346749826220417550390504659742485904692524
trade90,Rams vs. Jaguars,nfl-la-jax-2025-10-19,2025-10-19 10:22:37,40493.744352,15453.261552,24999.999998,40453.24626,-15453.246262,61.813046212945046,2,True,True,67153012814113013146847051271655451444815275646538899810030651084316282192625
trade91,LoL: G2 Esports vs FlyQuest - Game 2 Winner,lol-g2-fly-2025-10-22,2025-10-22 10:43:23,12490.0,-6245.0,6245.0,0.0,6245.0,-100.0,2,False,True,67170717695630786310157059699921367595823684373533960504324525225412994246559
trade92,Florida State vs. Clemson,cfb-flst-clmsn-2025-11-08,2025-11-08 22:56:03,516768.323835,-253409.750032,253411.032642,0.0,253411.032642,-99.99949386181548,43,False,True,6928440486623136717642997642855375460445172117541856274034552381209469672235
trade93,Blue Jackets vs. Islanders,nhl-cbj-nyi-2025-11-02,2025-11-02 15:36:31,226355.370975,-104059.41207800001,104067.20408000001,0.0,104067.20408000001,-99.99251252873671,263,False,True,69758639832237571702176020868596646876317862008737896664559529250310020736065
trade94,Indiana Hoosiers vs. Kentucky Wildcats,cbb-ind-uk-2025-12-13,2025-12-14 02:43:37,5341.968083,336.628951,4999.999997999999,5336.61804,-336.61804200000097,6.732579022693032,2,True,True,70398237237291592859180449542215720715277254780513372515231406909789722517762
trade95,Capitals vs. Kings,nhl-wsh-lak-2025-12-02,2025-12-03 02:33:21,182042.347357,-96482.262056,96482.44409900001,0.0,96482.44409900001,-99.99981132007827,5,False,True,70470946452839142660236882357804646285440042536175642920854496576425708268245
trade96,Kent State Golden Flashes vs. Ball State,cfb-kentst-ballst-2025-11-05,2025-11-05 09:12:41,358982.363181,150538.895017,208459.57988699997,0.0,208459.57988699997,72.2149085681756,266,False,True,72076561585441338246356111443175152511526370914283281314323077528814544269067
trade97,Counter-Strike: FaZe vs TheMongolz (BO1),cs2-faze-mglz-2025-12-05,2025-12-05 07:17:27,124863.834813,-67294.98918,67295.140599,0.0,67295.140599,-99.99977499266863,2,False,True,72976224883747865431615809693906416656160914314698027281087385848109628422678
trade98,Clippers vs. Lakers,nba-lac-lal-2025-11-25,2025-11-26 04:01:47,285689.314283,85421.389379,199982.51999800003,285403.62069,-85421.10069199998,42.7144279309283,2,True,True,73691820259201718039883353686184129851399428341632261066475993804404146138917
trade99,Raptors vs. Hawks,nba-tor-atl-2025-11-08,2025-11-07 04:04:25,13920.21,-139.2021,7377.7113,7238.5091999999995,139.20210000000043,-1.8867924528301887,5,True,True,7403493791232359726745396860017816501857963836454643603829419717000841833080
trade100,LoL: Movistar KOI vs Team Secret Whales (BO3),lol-mkoi-tsw-2025-10-23,2025-10-23 07:44:27,33300.4541,7943.45702,25356.999998000003,0.0,25356.999998000003,31.32648586436301,1,False,True,74340956599836721745803937169185183107409066273009048597400474016462814710100
trade101,Panthers vs. Devils,nhl-fla-nj-2025-10-16,2025-10-16 15:41:29,379166.16851300007,155458.508256,223708.039423,0.0,223708.039423,69.49169491492889,9,False,True,74599857535452476613974686990334327437753219957407552126177641720485097311233
trade102,Islanders vs. Hurricanes,nhl-nyi-car-2025-10-30,2025-10-30 16:01:05,266422.652753,88084.923875,178338.94977400004,0.0,178338.94977400004,49.39185970682545,45,False,True,74962565111694813068842985426353163333616181342043366532263278510831373188709
trade103,Broncos vs. Commanders,nfl-den-was-2025-11-30,2025-12-01 01:08:10,138892.235414,38892.325976,99999.999998,0.0,99999.999998,38.89232597677785,1,False,True,75082758571928648388994620953818770642472525287748260375879714018933222579981
trade104,Red Wings vs. Sharks,nhl-det-sj-2025-11-02,2025-11-02 23:58:47,667283.78,-248116.127917,248119.33519999997,0.0,248119.33519999997,-99.99870736273037,15,False,True,75430685705765602615655516520231395824283738787751273918843787190347163649084
trade105,Flyers vs. Senators,nhl-phi-ott-2025-10-23,2025-10-23 09:26:53,319705.847064,125526.106732,194180.32702,0.0,194180.32702,64.64409070599164,57,False,True,75548981613619474418328349317391209099997090540657404336984764022800236515436
trade106,Will Nottingham Forest win on 2025-12-03?,epl-wol-not-2025-12-03,2025-12-03 07:01:43,230789.626045,131468.137635,99239.53919899999,4917.82446,94321.71473899999,132.47556235763412,3,True,True,75557221621574814370885353856666988049414540629986780246515412247507366480536
trade107,Spread: Texas A&M (-7.5),cfb-txam-missr-2025-11-08,2025-11-08 15:38:47,399999.937257,-223999.964863,223999.964868,0.0,223999.964868,-99.99999999776786,213,False,True,77326182703886955994045751769879345237274305848079176437595001256859773283897
trade108,Chiefs vs. Cowboys: O/U 52.5,nfl-kc-dal-2025-11-27,2025-11-27 16:14:37,399749.545685,-195877.277385,195877.277386,0.0,195877.277386,-99.99999999948948,9,False,True,77422826767275508156416023525187178200386723878545538311894958856368525011806
trade109,Spread: Delaware Blue Hens (-3.5),cfb-del-jaxst-2025-10-15,2025-10-15 11:10:39,223708.037481,96195.350948,127512.83616999998,0.0,127512.83616999998,75.43973911752106,46,False,True,77767078264946193170342613829316635507627254579211587012682461130028881369462
trade110,Spread: Packers (-3.5),nfl-gb-pit-2025-10-26,2025-10-26 07:24:35,94385.872703,-52856.088713,52856.08871900001,0.0,52856.08871900001,-99.9999999886484,145,False,True,7841283507080698664873473539102906589403299239224137291156512745997759250491
trade111,Bears vs. Ravens,nfl-chi-bal-2025-10-26,2025-10-26 06:18:27,174999.536577,75249.800728,99749.735879,0.0,99749.735879,75.43859646834625,214,False,True,78665901476901614740571337652706060597940774521463518278586949624750310161813
trade112,Hornets vs. Wizards,nba-cha-was-2025-10-26,2025-10-26 15:46:51,189999.806452,-102599.895484,102599.895503,0.0,102599.895503,-99.99999998148145,153,False,True,79288424651509794963389314537363250031689614137351357195221886199442721409132
trade113,Trail Blazers vs. Jazz,nba-por-uta-2025-10-30,2025-10-29 12:52:41,35208.958056,-283.185584,20421.195680999997,20138.028599999998,283.1670809999996,-1.386723815900151,64,True,True,80002635936301108259841950187353229306277069077662168172763827287859814402030
trade114,Will Lando Norris be the 2025 Drivers Champion?,f1-drivers-champion,2025-12-07 13:33:09,7800.0,1268.2787100000003,6162.0,7430.2832,-1268.2831999999999,20.58225754625122,10,True,True,80438094594097678965318816351501632248243631678145790440985260136814389130635
trade115,Spread: Florida State (-18.5),cfb-flst-stan-2025-10-19,2025-10-19 02:25:10,29614.44,13372.903827,16241.550699999998,0.0,16241.550699999998,82.33760478917817,1,False,True,82159776860307287263900286172596373000821687980115738331195780552903699830419
trade116,LoL: T1 vs KT Rolster (BO5),lol-t1-kt-2025-11-09,2025-11-09 01:55:27,1695969.819985,596679.494006,1099292.243374,0.0,1099292.243374,54.27851398047192,7,False,True,82202994941777288823087700378947997402758931782856358751785693028970403111094
trade117,Florida International vs. Missouri State,cfb-flint-msrst-2025-10-30,2025-10-29 16:03:55,235999.982157,87319.99339800002,148679.98876100004,0.0,148679.98876100004,58.73015872927262,29,False,True,82336572628188344498905192502717281325347800876592758186427542796009494763787
trade118,Spread: Texas A&M (-7.5),cfb-txam-ark-2025-10-18,2025-10-18 19:30:10,4306.0,1980.76,2325.2400000000002,0.0,2325.2400000000002,85.18518518518518,2,False,True,82562635688190499421252603175754442564496049004336130838022174877419017291212
trade119,Spurs vs. Thunder,nba-sas-okc-2025-12-13,2025-12-14 02:50:23,28713.6703,-26129.4112,26129.439993000004,0.0,26129.439993000004,-99.99988980628743,1,False,False,83099694799261768650086400562235231333108076228325996848479636958642777729751
